iter,time,Mx,My,Mz,DMx,DMy,DMz,x,y,z,rxx,rxy,rxz,ryx,ryy,ryz,rzx,rzy,rzz
7,2.980288,-6.875637,-11.94053,-12.886409,-0.060251,1.08816,-2.468024,-0.249158,-0.126972,0.160251,-0.905605,-0.181437,-0.383355,0.104364,-0.957717,0.268115,-0.415907,0.202854,0.886494
7,2.751904,-7.586338,-10.340368,-11.282541,-0.710702,1.600162,1.603868,-0.240919,-0.119458,0.209665,-0.965642,-0.223913,-0.131901,0.216917,-0.959558,0.179433,-0.166772,0.14468,0.975323
9,3.797682,-5.799576,-11.043573,-11.964119,1.786762,-0.703205,-0.681578,-0.237194,-0.140956,0.184894,-0.908548,-0.316475,-0.272737,0.144715,-0.817866,0.556914,-0.399431,0.466654,0.789106
7,2.697984,-6.667157,-11.274434,-10.695825,-0.86758,-0.230861,1.268294,-0.24628,-0.11374,0.20255,-0.960355,-0.216194,-0.176004,0.139295,-0.88215,0.449897,-0.25259,0.407645,0.87751
8,3.046911,-6.667206,-13.31835,-13.470973,-4.9e-05,-2.043916,-2.775148,-0.25476,-0.118967,0.130697,-0.849157,-0.09931,-0.51872,-0.021989,-0.96213,0.271704,-0.526247,0.242212,0.815106
7,2.599791,-7.781638,-12.513921,-12.019968,-1.114432,0.804429,1.451005,-0.25959,-0.100705,0.167517,-0.938164,-0.06902,-0.339242,0.051251,-0.991066,0.123135,-0.344789,0.098157,0.933534
7,2.741066,-8.531547,-10.366604,-12.127573,-0.749909,2.147318,-0.107605,-0.245413,-0.116943,0.198828,-0.969906,-0.165378,-0.178698,0.199559,-0.975235,-0.095357,-0.15852,-0.128163,0.979002
7,2.742404,-7.785158,-10.635406,-13.389439,0.746389,-0.268803,-1.261865,-0.2428,-0.134691,0.172802,-0.926846,-0.205664,-0.314101,0.233895,-0.972251,0.004672,-0.306397,-0.069148,0.949389
8,2.881534,-7.983943,-10.517267,-10.397861,-0.198785,0.118139,2.991577,-0.244306,-0.102163,0.221265,-0.984285,-0.162986,-0.067959,0.168723,-0.974397,0.148602,-0.090453,0.134821,0.986733
6,2.101232,-7.604307,-11.542109,-10.268323,0.379636,-1.024842,0.129538,-0.252851,-0.094164,0.206749,-0.982015,-0.11861,-0.146895,0.095965,-0.958211,0.269485,-0.172755,0.250592,0.952554
9,3.404582,-5.893791,-12.987667,-12.735998,1.710516,-1.445558,-2.467675,-0.250972,-0.126833,0.144354,-0.86509,-0.183292,-0.46693,-0.046568,-0.8715,0.488179,-0.496602,0.444236,0.745681
8,2.861844,-8.231719,-12.939063,-12.271695,-2.337928,0.048604,0.464304,-0.263601,-0.092275,0.158962,-0.927639,-0.006768,-0.373416,0.027123,-0.999614,0.006092,-0.373393,-0.004477,0.927662
7,2.788695,-8.238519,-10.993057,-11.292455,-0.0068,1.946007,0.979239,-0.250118,-0.104456,0.202012,-0.977436,-0.13125,-0.165507,0.143362,-0.988763,0.042366,-0.169234,0.017685,0.985417
6,2.243679,-7.044116,-10.317957,-12.492081,1.194403,0.675099,-1.199626,-0.236772,-0.139059,0.189555,-0.929663,-0.28014,-0.239265,0.246127,-0.941509,0.23018,-0.289811,0.155132,0.944428
7,2.696967,-6.720634,-11.291954,-10.362209,0.323482,-0.973997,2.129873,-0.246973,-0.108799,0.207175,-0.967396,-0.202923,-0.151549,0.135081,-0.87816,0.458899,-0.22626,0.423569,0.877152
11,4.590476,-8.221407,-11.677212,-12.887323,-1.500774,-0.385259,-2.525114,-0.254316,-0.112775,0.168108,-0.938328,-0.099027,-0.331262,0.140058,-0.989111,-0.045196,-0.323235,-0.08882,0.942141
10,3.890115,-6.607912,-11.491377,-11.101224,1.613495,0.185836,1.786099,-0.247547,-0.117012,0.193207,-0.950532,-0.214735,-0.224448,0.120824,-0.889271,0.441133,-0.294399,0.392295,0.871455
7,2.543232,-5.897359,-12.722904,-13.16761,0.710553,-1.231527,-2.066386,-0.247711,-0.133313,0.141814,-0.855,-0.200273,-0.478398,-0.017248,-0.887556,0.460377,-0.517005,0.402028,0.755697
7,2.842365,-6.105341,-10.730499,-12.455825,-0.207982,1.992404,0.711784,-0.235014,-0.145513,0.1822,-0.904051,-0.319486,-0.283936,0.189606,-0.868992,0.457058,-0.392871,0.359468,0.846425
9,3.401843,-7.863831,-10.833981,-10.829333,-1.75849,-0.103482,1.626493,-0.247145,-0.105447,0.210109,-0.978759,-0.160685,-0.127322,0.158319,-0.974879,0.156669,-0.149323,0.133206,0.979775
7,2.579619,-7.69168,-11.509219,-13.020821,0.172151,-0.675238,-2.191488,-0.250132,-0.122658,0.166679,-0.926708,-0.150794,-0.344201,0.157562,-0.985311,0.065856,-0.349146,0.006798,0.937044
4,1.294017,-8.137091,-12.025895,-12.439491,-0.445411,-0.516676,0.58133,-0.257122,-0.105716,0.169679,-0.942434,-0.079091,-0.324905,0.101232,-0.994828,0.008293,-0.323942,-0.02508,0.945745
7,2.445515,-7.236847,-11.63722,-10.900702,0.900244,0.388675,1.538788,-0.251957,-0.10534,0.195452,-0.965922,-0.154254,-0.207849,0.105305,-0.94356,0.314015,-0.244612,0.281491,0.927862
6,2.327624,-7.645848,-12.303397,-12.484826,-0.409002,-0.666177,-1.584123,-0.256717,-0.109313,0.163394,-0.927845,-0.096965,-0.360142,0.079608,-0.98943,0.121202,-0.368174,0.083806,0.925972
7,2.665854,-7.80348,-10.114956,-11.333241,-0.157632,2.18844,1.151584,-0.239575,-0.119907,0.212585,-0.967635,-0.224655,-0.114943,0.228117,-0.966415,0.118345,-0.13769,0.088307,0.986531
12,4.415337,-5.585158,-12.256926,-11.026723,2.218322,-2.14197,0.306519,-0.24906,-0.121133,0.180048,-0.92373,-0.239809,-0.298688,0.009709,-0.750635,0.660646,-0.382767,0.607568,0.695953
10,3.593802,-7.392501,-10.209965,-11.079173,-1.807343,2.046961,-0.05245,-0.238657,-0.120769,0.214138,-0.963828,-0.24274,-0.11006,0.230403,-0.944467,0.2343,-0.16085,0.200502,0.966399
7,2.481697,-7.459716,-13.407996,-11.23116,-0.067215,-3.19803,-0.151988,-0.265177,-0.086912,0.16362,-0.932163,-0.024125,-0.361234,-0.04746,-0.966261,0.253156,-0.355255,0.253199,0.899824
7,2.747267,-6.732377,-10.844618,-12.318029,0.727339,2.563378,-1.086869,-0.2403,-0.135404,0.184341,-0.926134,-0.265356,-0.268073,0.194652,-0.925363,0.32529,-0.334463,0.249141,0.90888
7,2.583395,-8.513432,-11.989808,-10.945293,-1.781055,-1.14519,1.372736,-0.259516,-0.085838,0.193014,-0.977512,-0.035345,-0.207898,0.050195,-0.998509,0.021441,-0.208381,0.010525,0.977991
5,1.844559,-8.046846,-11.339883,-10.836407,0.466585,0.649924,0.108886,-0.252565,-0.097733,0.203022,-0.980304,-0.112732,-0.162158,0.111649,-0.98586,0.124955,-0.173982,0.104408,0.979198
9,3.406803,-6.282652,-12.413055,-11.178479,1.764194,-1.073172,-0.342072,-0.253573,-0.112406,0.177008,-0.934164,-0.179659,-0.308319,0.022466,-0.857732,0.513605,-0.356843,0.473015,0.805556
8,3.344699,-6.785752,-10.343723,-12.848648,-0.5031,2.069332,-1.670169,-0.234851,-0.145267,0.182714,-0.913667,-0.298678,-0.275689,0.246246,-0.931079,0.269174,-0.33716,0.178088,0.92445
7,2.617742,-8.058763,-12.715748,-12.437881,-1.273011,-2.372024,0.410767,-0.261297,-0.098706,0.159325,-0.926726,-0.036419,-0.37397,0.048523,-0.998283,0.032802,-0.374604,0.012255,0.927104
10,3.587625,-5.870021,-12.198954,-12.404673,2.188743,0.516793,0.033208,-0.246457,-0.132528,0.161194,-0.890222,-0.237668,-0.38861,0.030608,-0.853555,0.520102,-0.455472,0.451271,0.767398
7,2.669749,-7.295472,-12.421673,-10.075288,-1.425451,-0.222719,2.329385,-0.259291,-0.086379,0.194572,-0.974111,-0.079009,-0.211816,0.019249,-0.930908,0.364747,-0.226056,0.351315,0.908557
6,2.305526,-6.8823,-13.337923,-10.794831,0.413171,-0.916251,-0.719543,-0.263376,-0.090618,0.168929,-0.937278,-0.066633,-0.342156,-0.058224,-0.910024,0.410445,-0.338827,0.404752,0.849336
7,2.567918,-6.937664,-11.406099,-11.082102,-0.055364,1.931824,-0.28727,-0.24838,-0.113612,0.195579,-0.958003,-0.195576,-0.209714,0.130553,-0.921026,0.36697,-0.264986,0.324258,0.908097
7,2.561457,-8.101687,-10.618893,-10.624612,-1.164022,0.787206,0.45749,-0.245896,-0.102458,0.216821,-0.984041,-0.153278,-0.090381,0.160255,-0.981034,0.109043,-0.105397,0.092832,0.990088
5,1.862752,-8.451608,-11.457931,-12.214785,-0.349921,-0.839037,-1.590173,-0.254502,-0.106145,0.182201,-0.96059,-0.094269,-0.261495,0.130946,-0.989701,-0.057837,-0.253388,-0.089813,0.963186
8,2.909137,-7.149734,-12.219398,-10.634204,1.301873,-0.761467,1.580581,-0.256717,-0.097124,0.189906,-0.964597,-0.11649,-0.236608,0.048037,-0.93223,0.358665,-0.262421,0.334687,0.905052
7,2.423505,-8.622066,-12.976691,-10.845603,-1.472332,-0.757293,-0.211398,-0.266652,-0.072115,0.179348,-0.961014,0.042125,-0.273273,-0.027624,-0.99951,0.014747,-0.272571,0.021725,0.961891
7,2.419738,-7.245306,-13.053242,-11.248809,1.37676,-0.076551,-0.403206,-0.262207,-0.093835,0.168425,-0.937894,-0.064624,-0.340849,-0.017902,-0.953706,0.300206,-0.344569,0.287746,0.893574
7,2.620549,-6.825811,-10.110474,-13.34155,0.419495,2.942768,-2.092741,-0.231891,-0.151732,0.177637,-0.901313,-0.312103,-0.300377,0.272627,-0.93583,0.223378,-0.350894,0.119468,0.928763
8,3.166878,-6.548993,-11.602015,-10.045337,0.276819,-1.491541,3.296213,-0.249446,-0.10375,0.20636,-0.969721,-0.187027,-0.157044,0.102741,-0.847712,0.520413,-0.230519,0.488647,0.841478
11,4.228552,-8.602813,-13.146791,-10.799731,-2.05382,-1.544776,-0.754394,-0.267642,-0.069935,0.17718,-0.957406,0.052939,-0.283851,-0.041325,-0.998872,0.023369,-0.28235,0.034111,0.958705
9,3.203793,-6.30379,-12.567354,-12.324723,2.299022,0.579437,-1.524992,-0.251953,-0.122292,0.157949,-0.898723,-0.179779,-0.39997,0.01592,-0.900733,0.434082,-0.438453,0.383882,0.812646
11,4.377643,-8.14005,-12.722002,-13.28977,-1.83626,-0.154648,-0.965046,-0.259867,-0.10487,0.146957,-0.903066,-0.03015,-0.428442,0.076128,-0.9962,-0.042315,-0.425629,-0.070845,0.90212
9,3.575366,-6.696551,-12.36272,-11.861673,1.443499,0.359282,1.428096,-0.253785,-0.11489,0.168969,-0.925244,-0.160493,-0.343751,0.045641,-0.924024,0.379601,-0.37867,0.335635,0.86253
6,2.401051,-6.644931,-10.356794,-11.481835,0.05162,2.005926,0.379838,-0.236085,-0.132686,0.204134,-0.94085,-0.29428,-0.16793,0.232239,-0.892118,0.387544,-0.263919,0.325693,0.907894
7,2.385452,-6.084628,-11.656338,-11.634179,0.560302,-1.299544,-0.152344,-0.245297,-0.127706,0.181552,-0.924313,-0.251133,-0.287365,0.094276,-0.847123,0.522968,-0.374881,0.456433,0.806928
10,3.412419,-8.517621,-12.872259,-12.555876,-2.432992,-1.215921,-0.921697,-0.263828,-0.091862,0.156867,-0.925311,0.009109,-0.3791,0.042965,-0.99608,-0.077324,-0.378391,-0.087854,0.921467
10,3.536995,-5.801185,-12.932736,-10.668137,2.716435,-0.060477,1.887739,-0.256268,-0.10753,0.174576,-0.929896,-0.17364,-0.324258,-0.0509,-0.767227,0.639353,-0.359926,0.611255,0.704855
8,2.842304,-7.398984,-13.200394,-10.851364,-1.597799,-0.267657,-0.183227,-0.264325,-0.085866,0.171891,-0.945798,-0.036742,-0.322671,-0.03784,-0.955362,0.293004,-0.319123,0.289413,0.902442
7,2.473856,-7.345146,-10.509536,-11.006988,0.053838,2.690858,-0.155625,-0.241607,-0.117289,0.210873,-0.966117,-0.224397,-0.127533,0.205073,-0.94404,0.258328,-0.178398,0.223463,0.958248
5,1.926646,-7.595731,-10.099333,-10.620987,-0.250585,0.410202,0.386001,-0.238355,-0.113998,0.223054,-0.972431,-0.224964,-0.061391,0.224867,-0.950979,0.212304,-0.106159,0.192677,0.975503
7,2.743288,-6.812124,-10.250957,-12.277251,0.783607,-0.151624,-1.656264,-0.234989,-0.140381,0.193352,-0.92782,-0.299746,-0.22204,0.249044,-0.921855,0.296919,-0.293752,0.220237,0.930164
7,2.362364,-7.694322,-12.01443,-11.745678,-0.882198,-1.763473,0.531572,-0.256075,-0.104712,0.178756,-0.952047,-0.107548,-0.286426,0.085803,-0.983861,0.157021,-0.298755,0.124942,0.946116
7,2.634493,-7.452242,-10.338477,-10.068528,0.24208,1.675953,1.677151,-0.240178,-0.106096,0.227319,-0.978203,-0.203843,-0.039595,0.202297,-0.935986,0.288107,-0.095805,0.273864,0.956985
6,2.428384,-7.508585,-11.75382,-10.188155,-0.056344,-1.415344,-0.119627,-0.254415,-0.092109,0.2043,-0.980958,-0.109626,-0.160325,0.078309,-0.950572,0.300469,-0.18538,0.282253,0.941258
7,2.576547,-6.550888,-11.801376,-12.879701,0.957698,-0.047556,-2.691546,-0.246187,-0.132569,0.161444,-0.899131,-0.215326,-0.38105,0.106099,-0.933998,0.34116,-0.429487,0.266397,0.862887
7,2.720166,-6.432846,-12.824807,-10.013623,0.118041,-1.023431,2.866078,-0.25938,-0.092575,0.186585,-0.958617,-0.117358,-0.259384,-0.022572,-0.830862,0.556021,-0.280854,0.539036,0.794079
7,2.544913,-5.317121,-13.11086,-11.260757,1.115725,-0.286053,-1.247134,-0.253421,-0.118655,0.162377,-0.897837,-0.209016,-0.387559,-0.098412,-0.718669,0.688353,-0.422571,0.65643,0.624926
7,2.650753,-5.477721,-11.236987,-13.110654,-0.160599,1.873873,-1.849897,-0.233583,-0.153859,0.163062,-0.861981,-0.332185,-0.382938,0.103,-0.826289,0.553748,-0.500538,0.43803,0.74672
8,2.688478,-7.495666,-12.329563,-11.871169,-2.017945,-1.092576,1.239485,-0.257332,-0.105027,0.171595,-0.94085,-0.102189,-0.323047,0.061814,-0.978325,0.197634,-0.336322,0.166016,0.926998
6,2.254937,-8.028956,-11.798444,-12.343443,-0.53329,0.531119,-0.472274,-0.255124,-0.108832,0.174062,-0.946668,-0.102775,-0.305381,0.116462,-0.992523,0.036536,-0.30691,-0.000978,0.951738
10,3.470279,-5.556889,-12.663568,-11.855644,2.472066,-0.865124,0.487799,-0.249748,-0.1263,0.161539,-0.892668,-0.22654,-0.389645,-0.037207,-0.788254,0.614224,-0.446455,0.56301,0.695484
12,4.889829,-7.700195,-13.373444,-12.452326,-2.143306,-0.709877,-0.596682,-0.263408,-0.096014,0.148019,-0.902797,-0.01813,-0.429686,-0.008856,-0.993373,0.114593,-0.429031,0.107289,0.896895
7,2.419736,-6.807126,-10.663638,-12.563525,0.893069,2.709807,-0.1112,-0.238598,-0.138854,0.183111,-0.922027,-0.273939,-0.273538,0.214817,-0.932984,0.28878,-0.334392,0.20755,0.919296
10,3.785756,-5.552646,-12.121311,-10.119565,1.25448,-1.457673,2.44396,-0.249643,-0.11195,0.194871,-0.947012,-0.230673,-0.223514,0.027591,-0.696999,0.716541,-0.32118,0.672625,0.666648
10,3.592077,-8.370483,-13.318361,-10.513005,-2.817837,-1.19705,-0.39344,-0.268222,-0.067875,0.177384,-0.956932,0.051974,-0.285623,-0.060826,-0.993467,0.096555,-0.2788,0.109794,0.954052
7,2.792042,-7.79878,-10.936058,-10.367788,0.571703,2.382303,0.145218,-0.247839,-0.099499,0.215069,-0.983803,-0.147389,-0.102021,0.142745,-0.968342,0.204785,-0.128996,0.186938,0.973866
7,2.459662,-7.221284,-12.620973,-10.213317,0.577496,-1.684915,0.15447,-0.260469,-0.086934,0.189318,-0.968124,-0.075148,-0.238932,0.003536,-0.927537,0.373715,-0.249768,0.361053,0.898475
7,2.60797,-6.707288,-11.019658,-10.120125,0.513996,1.601315,0.093192,-0.244339,-0.10863,0.214745,-0.970228,-0.214844,-0.111804,0.159961,-0.867426,0.471152,-0.198251,0.439342,0.876171
9,3.428072,-5.611474,-12.522028,-13.14588,1.095814,-1.50237,-3.025756,-0.244557,-0.138971,0.14437,-0.850926,-0.235413,-0.469579,-0.018219,-0.853522,0.520738,-0.523592,0.451844,0.72228
10,3.754893,-7.92618,-12.45092,-10.269156,-2.314705,0.071108,2.876724,-0.261389,-0.080346,0.193261,-0.976543,-0.034099,-0.212605,0.010052,-0.977933,0.208676,-0.215076,0.201688,0.955544
10,3.58313,-5.378538,-12.903724,-10.399626,2.547641,-0.452804,-0.13047,-0.254647,-0.110104,0.177772,-0.92847,-0.202167,-0.311564,-0.06719,-0.680939,0.729252,-0.359719,0.69828,0.618876
10,4.068144,-7.18921,-12.179606,-13.312348,-1.810672,0.724118,-2.912722,-0.251516,-0.123866,0.151164,-0.895717,-0.140518,-0.421836,0.099962,-0.980537,0.168983,-0.437487,0.109222,0.892567
7,2.703607,-5.99465,-10.782151,-12.527838,1.19456,1.397455,0.78451,-0.234611,-0.147013,0.180059,-0.89856,-0.32445,-0.295502,0.180101,-0.859907,0.477623,-0.409187,0.376061,0.831351
8,2.855337,-6.875551,-10.320822,-10.182304,-0.880901,0.461329,2.345534,-0.237566,-0.114484,0.224689,-0.966626,-0.24964,-0.057573,0.22414,-0.883023,0.41235,-0.153808,0.38576,0.909688
7,2.551204,-7.533305,-10.925906,-11.776793,-0.657754,-0.605084,-1.594489,-0.246121,-0.119166,0.193735,-0.957128,-0.195339,-0.213889,0.17902,-0.968275,0.174342,-0.241205,0.128602,0.961916
7,2.528002,-7.190527,-12.500531,-11.816204,0.342777,-1.574625,-0.039411,-0.257256,-0.106532,0.168899,-0.933907,-0.113119,-0.339148,0.042423,-0.961271,0.272319,-0.356914,0.239997,0.902781
5,1.803051,-6.21538,-11.800978,-13.092489,0.975147,0.699553,-1.276285,-0.243452,-0.138653,0.157205,-0.882535,-0.240142,-0.404306,0.092914,-0.91129,0.401145,-0.464921,0.316561,0.826824
7,2.615986,-5.539424,-10.166695,-11.622962,0.675956,1.634283,1.469527,-0.227061,-0.148983,0.202241,-0.903161,-0.387289,-0.185224,0.223269,-0.754917,0.616645,-0.378753,0.515717,0.768493
5,1.910058,-5.62675,-11.236744,-12.035378,-0.087326,-1.070049,-0.412416,-0.237756,-0.141819,0.180591,-0.901167,-0.31701,-0.295641,0.115662,-0.799173,0.589868,-0.423398,0.497534,0.757096
10,3.670266,-8.193145,-12.448984,-12.14005,-2.566394,-1.21224,-0.104672,-0.26067,-0.097232,0.168066,-0.942356,-0.043162,-0.331817,0.05982,-0.998007,0.020098,-0.332089,-0.00091,0.943248
6,2.132563,-8.241742,-11.178576,-13.301983,-0.048597,1.270409,-1.161932,-0.249983,-0.12194,0.168495,-0.934823,-0.133177,-0.329196,0.187984,-0.978516,-0.084662,-0.310896,-0.141049,0.939919
10,3.672514,-5.610007,-10.956673,-10.704375,2.631735,0.221903,2.597608,-0.237642,-0.129773,0.204926,-0.933951,-0.314008,-0.170687,0.150303,-0.731943,0.664582,-0.333713,0.595203,0.731005
6,2.425324,-6.425554,-11.946195,-10.018098,-0.815547,-0.989522,0.686277,-0.25212,-0.101496,0.20095,-0.967081,-0.173574,-0.186081,0.067286,-0.830888,0.552357,-0.250557,0.521799,0.815443
10,3.754159,-8.507399,-12.657956,-12.072888,-2.081845,-0.711761,-2.05479,-0.263277,-0.09002,0.166962,-0.942896,-0.004094,-0.333063,0.040575,-0.998171,-0.044817,-0.332332,-0.055782,0.941512
7,2.85421,-6.92661,-12.268898,-11.834513,1.580789,0.389058,0.238374,-0.254298,-0.112673,0.171422,-0.93223,-0.149163,-0.329695,0.059536,-0.94225,0.329575,-0.359915,0.287691,0.887522
10,3.782875,-5.599802,-10.954062,-10.349065,1.326808,1.314837,1.485448,-0.238098,-0.12539,0.210236,-0.941365,-0.305723,-0.142708,0.152627,-0.712134,0.685252,-0.311212,0.623467,0.717242
10,3.825311,-7.327767,-11.164041,-12.999166,-1.727965,-0.209979,-2.650101,-0.245365,-0.130977,0.170686,-0.922365,-0.202254,-0.329144,0.183165,-0.972017,0.147085,-0.349758,0.075394,0.933802
7,2.648212,-7.644567,-12.455018,-10.044703,-0.3168,-1.290977,2.954463,-0.260659,-0.081175,0.19537,-0.977575,-0.049595,-0.204666,0.010323,-0.957489,0.288284,-0.210312,0.279771,0.936748
5,1.864006,-7.840119,-13.15394,-11.520432,-0.195552,-0.698923,-1.475728,-0.264616,-0.087675,0.164902,-0.936302,-0.015569,-0.35085,-0.014825,-0.989007,0.147122,-0.349371,0.142987,0.92601
7,2.718874,-7.950919,-11.491797,-12.184471,-0.1108,1.662144,-0.664039,-0.252587,-0.111797,0.180631,-0.952851,-0.129101,-0.274605,0.136645,-0.988777,0.060407,-0.279372,0.02004,0.959974
7,2.563245,-7.339403,-12.696803,-11.626465,0.611516,-1.205006,0.558006,-0.259608,-0.100479,0.169028,-0.93755,-0.086318,-0.336972,0.023012,-0.967373,0.252308,-0.347849,0.228857,0.909189
7,2.605313,-6.608457,-11.518577,-10.881928,0.730946,1.178226,0.744537,-0.248087,-0.114171,0.19599,-0.955142,-0.208575,-0.21024,0.116527,-0.88277,0.455125,-0.280594,0.410318,0.867702
9,3.620701,-7.716531,-10.327841,-12.641006,-1.108074,1.190736,-1.759078,-0.240587,-0.132325,0.188823,-0.943574,-0.231581,-0.236723,0.241356,-0.9685,0.061273,-0.243496,0.000682,0.969902
7,2.64204,-6.511038,-11.201072,-11.374919,1.205493,-0.873232,1.266087,-0.243963,-0.124332,0.193255,-0.942805,-0.245997,-0.224954,0.14973,-0.884801,0.441257,-0.307667,0.382436,0.871254
7,2.538313,-5.890114,-12.361643,-11.184396,0.620924,-1.160571,0.190523,-0.25116,-0.118003,0.176805,-0.925768,-0.212787,-0.312529,0.01297,-0.805145,0.592936,-0.377928,0.545052,0.748391
14,5.288118,-8.27044,-10.376234,-12.764588,-2.380326,1.985409,-1.580192,-0.243916,-0.126211,0.187813,-0.953319,-0.188253,-0.236103,0.227211,-0.970949,-0.075059,-0.215141,-0.125217,0.968522
10,3.914913,-6.142825,-12.74346,-10.040056,2.127615,-2.367226,2.724532,-0.257591,-0.097447,0.186879,-0.95458,-0.145236,-0.26016,-0.019855,-0.790473,0.612175,-0.294655,0.589728,0.75193
7,2.736344,-6.415335,-12.393957,-12.562171,-0.27251,0.349503,-2.522114,-0.250684,-0.124948,0.157295,-0.896965,-0.184111,-0.401941,0.040239,-0.918123,0.394247,-0.441761,0.337562,0.831204
9,3.380718,-7.005016,-10.993163,-10.293473,-0.589681,1.400794,2.268698,-0.245272,-0.107545,0.213363,-0.972846,-0.199691,-0.117021,0.159869,-0.905283,0.39358,-0.184572,0.364264,0.912823
9,3.470394,-5.445241,-12.502038,-12.480041,1.559776,-1.508875,-2.186568,-0.245783,-0.135448,0.154458,-0.870551,-0.249325,-0.424238,-0.029079,-0.801861,0.596803,-0.489169,0.532092,0.69108
13,4.806986,-8.287533,-10.459163,-11.707941,-2.842292,2.042875,0.7721,-0.245255,-0.11445,0.203392,-0.972408,-0.171608,-0.158031,0.191485,-0.981449,-0.009598,-0.153472,-0.039599,0.987359
11,3.879342,-6.576778,-12.162678,-10.188546,1.710755,-1.703515,1.519395,-0.254443,-0.099576,0.195491,-0.96499,-0.152974,-0.213057,0.047437,-0.857508,0.51228,-0.261137,0.484375,0.834978
8,2.866861,-7.817921,-11.601247,-11.267781,-1.241143,0.561431,-1.079236,-0.25377,-0.102623,0.192264,-0.968405,-0.119993,-0.218618,0.107229,-0.982182,0.154336,-0.233288,0.126042,0.964204
7,2.458721,-8.500425,-10.662257,-13.12354,-0.682503,0.93899,-1.855758,-0.247325,-0.123267,0.179015,-0.949072,-0.151461,-0.276263,0.212453,-0.96665,-0.14301,-0.24542,-0.194444,0.949716
9,3.144008,-6.637119,-10.747977,-12.312945,1.863305,-0.08572,0.810595,-0.238819,-0.137537,0.185529,-0.92364,-0.278837,-0.262943,0.202004,-0.91627,0.345896,-0.337458,0.266433,0.902849
6,2.2125,-5.743467,-11.090741,-12.398562,0.893652,-0.342765,-0.085617,-0.236211,-0.145562,0.177217,-0.894307,-0.321132,-0.311592,0.136455,-0.828735,0.542751,-0.432657,0.443007,0.785209
7,2.397888,-6.711791,-12.403306,-12.519866,-0.968324,-1.312565,-0.121304,-0.25254,-0.120632,0.158613,-0.905451,-0.160948,-0.392752,0.050733,-0.941952,0.331894,-0.4235,0.280674,0.861319
9,3.487722,-5.747938,-10.750865,-10.948692,0.963853,1.652442,1.571173,-0.235873,-0.133042,0.204715,-0.930974,-0.322579,-0.170972,0.175707,-0.763486,0.621463,-0.331097,0.548677,0.767678
13,5.103345,-7.905002,-12.09038,-11.363424,-2.157064,-1.339516,-0.414731,-0.257937,-0.097114,0.183761,-0.962224,-0.081308,-0.259833,0.06819,-0.988506,0.134927,-0.267872,0.112135,0.956907
7,2.757676,-6.487873,-12.212443,-12.552377,1.417129,-0.122063,-1.188953,-0.249822,-0.125905,0.160337,-0.902107,-0.191058,-0.38691,0.06081,-0.92345,0.378871,-0.429812,0.318354,0.844933
7,2.671949,-8.006769,-12.806727,-9.886235,-1.518895,-0.594284,2.666142,-0.264261,-0.070796,0.19267,-0.976651,0.004926,-0.214777,-0.031519,-0.975042,0.21977,-0.208381,0.221458,0.952646
7,2.570249,-7.612304,-13.201689,-13.139434,0.394465,-0.394962,-3.253199,-0.260311,-0.105056,0.140385,-0.88481,-0.036929,-0.464487,0.022156,-0.995948,0.087161,-0.46595,0.066848,0.882282
13,4.772498,-8.53213,-10.088565,-11.021338,-0.919825,3.113125,2.118096,-0.242341,-0.107964,0.219575,-0.983161,-0.167808,-0.072355,0.185184,-0.982176,-0.032206,-0.065669,-0.045068,0.996823
9,3.380965,-6.208252,-10.136457,-12.899907,2.323878,-0.047893,-1.878569,-0.228789,-0.154729,0.183155,-0.892883,-0.353979,-0.278315,0.251812,-0.882985,0.396142,-0.386072,0.283697,0.877761
7,2.806248,-5.354528,-11.928332,-11.926255,0.853723,-1.791874,0.973652,-0.242498,-0.137046,0.171377,-0.893121,-0.290514,-0.343418,0.026489,-0.758639,0.650973,-0.449809,0.572507,0.685498
7,2.657777,-6.043307,-10.840058,-12.122064,-0.688779,1.088274,-0.195809,-0.23641,-0.141759,0.185862,-0.911402,-0.313965,-0.26603,0.175736,-0.852191,0.492835,-0.381549,0.402533,0.832098
4,1.448265,-6.015366,-10.935984,-12.917358,0.027942,-0.095927,-0.795293,-0.235235,-0.148808,0.171653,-0.887721,-0.31385,-0.336822,0.166648,-0.877099,0.450473,-0.436937,0.343866,0.831169
7,2.534855,-6.743436,-12.785011,-12.298694,-0.72807,-1.849027,0.618663,-0.255869,-0.113952,0.156236,-0.905486,-0.131406,-0.403519,0.012685,-0.940307,0.34009,-0.424256,0.302924,0.853372
7,2.686988,-7.625825,-12.532964,-10.163627,-0.882389,0.252047,2.135067,-0.261145,-0.082047,0.192493,-0.974428,-0.048909,-0.219312,0.006276,-0.958428,0.285264,-0.2242,0.276659,0.934449
7,2.591798,-7.750564,-10.143805,-10.911506,-0.124739,2.389159,-0.747878,-0.239598,-0.115266,0.218464,-0.972316,-0.217837,-0.084547,0.219755,-0.96255,0.158764,-0.115983,0.13581,0.983923
4,1.411929,-7.607956,-10.178328,-11.516694,0.142608,-0.034523,-0.605188,-0.239267,-0.123607,0.208387,-0.961455,-0.237614,-0.138365,0.233649,-0.959936,0.154699,-0.169607,0.116426,0.97861
