iter,time,Mx,My,Mz,DMx,DMy,DMz,x,y,z,rxx,rxy,rxz,ryx,ryy,ryz,rzx,rzy,rzz
8,2.903493,3.650302,5.458277,3.43034,1.230049,1.356935,-0.454855,0.111039,0.097319,0.359834,0.478666,0.476196,0.737643,-0.86579,0.400765,0.299657,-0.152926,-0.782082,0.60412
8,3.136532,1.961526,5.313739,4.806865,-1.688776,-0.144538,1.376525,0.110923,0.119078,0.350202,0.483418,0.556735,0.675539,-0.665343,0.735965,-0.125195,-0.566877,-0.388946,0.726203
10,4.300475,3.685027,3.041242,4.554048,1.723501,-2.272497,-0.252817,0.053029,0.115675,0.370822,0.211816,0.549188,0.80841,-0.945697,0.323672,0.029898,-0.24524,-0.770845,0.587925
7,2.642438,2.497619,2.577953,4.174317,-1.187408,-0.463289,-0.379731,0.04968,0.103964,0.376295,0.211231,0.493173,0.843897,-0.772438,0.614271,-0.161276,-0.597922,-0.617796,0.510702
8,3.066297,3.715937,3.015372,4.757407,1.218318,0.437419,0.58309,0.051391,0.120048,0.369171,0.202187,0.568094,0.79774,-0.950147,0.311054,0.021588,-0.235877,-0.762337,0.602665
12,5.067438,1.032184,4.600499,5.465516,-2.683753,1.585126,0.70811,0.098925,0.128911,0.350351,0.437652,0.592487,0.676328,-0.453476,0.798655,-0.395612,-0.774568,-0.133562,0.618228
7,2.853757,1.405444,3.759778,3.184487,0.37326,-0.840721,-2.281029,0.08375,0.080121,0.37597,0.381324,0.382079,0.841788,-0.497433,0.852973,-0.158106,-0.778435,-0.358445,0.515321
8,3.321208,3.071648,3.941331,2.934946,1.666204,0.181553,-0.249541,0.082551,0.080405,0.376313,0.364793,0.393169,0.844005,-0.842235,0.525884,0.118687,-0.397185,-0.754146,0.52298
8,3.051884,1.916482,4.743459,3.213476,-1.155167,0.802127,0.27853,0.103731,0.083603,0.367756,0.466223,0.401286,0.78842,-0.620842,0.783379,-0.029556,-0.629492,-0.475705,0.614365
7,2.627256,0.694334,3.376001,2.801188,-1.222147,-1.367457,-0.412287,0.077959,0.068712,0.380851,0.361305,0.32575,0.873696,-0.280054,0.932615,-0.227596,-0.888968,-0.162451,0.428189
10,3.836777,1.997937,5.143854,2.858734,1.303603,1.767853,0.057546,0.113142,0.07638,0.366037,0.509219,0.369463,0.777299,-0.624297,0.780217,0.038918,-0.592083,-0.505083,0.627956
6,2.354465,1.781475,5.089074,5.020571,-0.216462,-0.05478,2.161837,0.106411,0.122741,0.350395,0.464427,0.57126,0.676735,-0.632413,0.750273,-0.192729,-0.61784,-0.33847,0.709726
7,2.99951,2.032064,3.336186,3.07482,0.250589,-1.752888,-1.945752,0.072141,0.079189,0.379632,0.324695,0.381024,0.865675,-0.655517,0.750712,-0.082027,-0.681129,-0.540832,0.493522
7,2.734545,1.312644,5.076193,2.535721,-0.71942,1.740007,-0.539099,0.114687,0.065677,0.368291,0.523132,0.315124,0.791852,-0.453147,0.889874,-0.05274,-0.721269,-0.331236,0.60832
7,2.726195,1.409971,2.400295,2.991813,0.097327,-2.675898,0.456092,0.052745,0.074548,0.385348,0.239984,0.355975,0.903155,-0.489921,0.848438,-0.200329,-0.837588,-0.394401,0.378013
10,3.632205,2.718454,5.161128,5.432458,1.308483,2.760832,2.440645,0.100939,0.135403,0.345921,0.424506,0.631844,0.648512,-0.814531,0.579475,-0.027363,-0.393087,-0.516619,0.76065
7,2.920173,2.722676,3.980508,3.337647,0.004222,-1.180619,-2.094811,0.083315,0.088421,0.37351,0.367834,0.42753,0.825782,-0.794015,0.606537,0.040663,-0.483483,-0.670641,0.56257
8,3.212678,1.289589,2.668913,4.086274,-1.433086,-1.311595,0.748627,0.057394,0.099527,0.376406,0.25755,0.469326,0.844631,-0.472136,0.825747,-0.308594,-0.842294,-0.319307,0.434263
12,4.640466,3.877096,4.290872,5.663641,2.587507,1.621959,1.577368,0.074127,0.142691,0.351569,0.290632,0.668139,0.684925,-0.9491,0.291221,0.120001,-0.119287,-0.684939,0.718769
11,4.215919,0.897728,2.841824,4.097242,-2.979368,-1.449048,-1.566399,0.063078,0.098887,0.375354,0.286784,0.464632,0.837778,-0.35906,0.865193,-0.350024,-0.887487,-0.200434,0.414961
7,2.476246,1.394153,5.454829,4.258137,0.496425,2.613005,0.160895,0.118384,0.104606,0.353355,0.526536,0.488774,0.6956,-0.521943,0.832817,-0.184365,-0.669426,-0.265991,0.693626
9,3.81288,2.438048,4.802881,3.08948,1.043895,-0.651948,-1.168657,0.103426,0.083138,0.368044,0.461359,0.403156,0.790325,-0.724052,0.685853,0.073174,-0.512546,-0.605996,0.60833
7,3.634037,3.293022,2.829646,3.594211,0.854974,-1.973235,0.504732,0.054007,0.093113,0.379475,0.228383,0.447579,0.864589,-0.897882,0.4401,0.010934,-0.375612,-0.778797,0.502385
10,4.203452,1.209968,3.04328,4.056731,-2.083053,0.213634,0.46252,0.066411,0.09887,0.374553,0.299625,0.465929,0.832547,-0.453448,0.839197,-0.300222,-0.838564,-0.287567,0.462726
13,5.718591,3.88074,4.012747,3.89033,2.670771,0.969468,-0.166401,0.076697,0.104452,0.36968,0.32207,0.504565,0.801052,-0.93491,0.303595,0.183773,-0.15047,-0.8081,0.569502
8,3.694696,2.151415,3.335207,5.494475,-1.729325,-0.67754,1.604145,0.064623,0.132941,0.359684,0.27294,0.619112,0.736345,-0.71846,0.642554,-0.266345,-0.638049,-0.456345,0.620196
8,3.030592,0.910588,4.598282,4.771667,-1.240828,1.263075,-0.722808,0.101131,0.113636,0.357058,0.453557,0.526193,0.71931,-0.403117,0.843772,-0.354324,-0.793392,-0.129262,0.594828
9,3.245944,3.012474,2.694296,4.629497,2.101886,-1.903986,-0.14217,0.048315,0.115193,0.371918,0.196787,0.544341,0.815456,-0.86813,0.484093,-0.109568,-0.454401,-0.686364,0.567824
10,4.086611,1.673242,4.968715,2.910305,-1.339232,2.274419,-1.719192,0.110333,0.075854,0.367406,0.499211,0.364386,0.786136,-0.554361,0.831678,-0.031559,-0.665312,-0.42005,0.617185
8,3.195569,3.375888,3.355546,2.83443,1.702646,-1.613169,-0.075875,0.068638,0.077532,0.381073,0.300523,0.379527,0.875012,-0.892049,0.436624,0.116654,-0.337778,-0.81561,0.469772
5,1.968754,3.998953,2.905187,3.516768,0.623064,-0.450359,0.682338,0.053123,0.093012,0.379721,0.219001,0.449238,0.866155,-0.961956,0.247959,0.114707,-0.16324,-0.858323,0.48645
7,2.563207,3.067025,3.231476,2.408906,-0.931928,0.326289,-1.107862,0.068405,0.066585,0.384002,0.305003,0.32775,0.894178,-0.847608,0.521556,0.097675,-0.434351,-0.787703,0.436879
9,3.915386,2.42333,5.662546,4.2158,-0.643696,2.431071,1.806894,0.117886,0.108916,0.351719,0.513189,0.51666,0.685347,-0.731966,0.680337,0.036976,-0.447163,-0.520627,0.727319
8,3.111995,1.067103,3.059275,3.630169,-1.356226,-2.603271,-0.585631,0.068141,0.088845,0.37764,0.310648,0.420017,0.852692,-0.404804,0.871642,-0.276359,-0.859327,-0.259325,0.440804
9,3.341695,1.710447,5.446123,5.587508,0.643344,2.386848,1.957339,0.112456,0.134238,0.341289,0.48541,0.617655,0.618773,-0.63097,0.739485,-0.234604,-0.602486,-0.276552,0.748686
9,3.792349,2.563375,2.919519,4.898036,0.852928,-2.526604,-0.689472,0.054828,0.120601,0.368161,0.228872,0.56727,0.791089,-0.793264,0.581111,-0.181775,-0.562831,-0.585945,0.583
10,4.177853,0.774016,3.976267,2.763219,-1.789359,1.056748,-2.134817,0.091468,0.068193,0.37674,0.422346,0.323301,0.846818,-0.308231,0.93058,-0.19752,-0.851895,-0.177594,0.492681
7,2.698146,1.698862,5.563608,3.480077,0.924846,1.587341,0.716858,0.121486,0.089132,0.357956,0.54293,0.423515,0.725163,-0.570091,0.820094,-0.049417,-0.615633,-0.386579,0.686697
9,3.520402,2.743436,2.841081,4.461936,1.044575,-2.722527,0.98186,0.053596,0.11132,0.372553,0.224738,0.527075,0.819564,-0.822019,0.555036,-0.127358,-0.522018,-0.645079,0.558006
11,4.177766,1.325558,5.052195,4.017172,-1.417879,2.211114,-0.444764,0.110743,0.098993,0.359236,0.496345,0.464578,0.733355,-0.497933,0.845431,-0.193157,-0.709743,-0.269291,0.650959
6,2.275959,1.320628,4.643433,3.001946,-0.00493,-0.408762,-1.015226,0.104199,0.076132,0.369858,0.474372,0.362957,0.802019,-0.469989,0.875162,-0.114897,-0.743601,-0.322437,0.58574
8,3.064938,3.04356,4.87404,3.104426,1.722932,0.230607,0.10248,0.102555,0.086177,0.367417,0.451929,0.421246,0.786328,-0.818512,0.546794,0.176221,-0.355727,-0.723259,0.591907
6,2.433208,2.682316,2.988541,2.997245,-0.361244,-1.885499,-0.107181,0.0621,0.078553,0.382318,0.274618,0.380193,0.883198,-0.793989,0.607788,-0.013219,-0.541823,-0.69762,0.468779
7,3.08292,2.623074,3.646602,5.75651,-0.059241,0.658061,2.759265,0.067695,0.140023,0.35496,0.278569,0.650992,0.706123,-0.814956,0.550944,-0.179742,-0.50605,-0.525395,0.684013
9,3.551542,4.038394,4.804542,4.134785,1.41532,1.15794,-1.621725,0.091895,0.112484,0.361257,0.383847,0.542984,0.74688,-0.921863,0.280159,0.267731,-0.063871,-0.79129,0.608096
9,3.24784,2.88743,3.80433,5.799203,-1.150965,-1.000212,1.664417,0.069324,0.141832,0.353464,0.281856,0.659746,0.696629,-0.857946,0.499492,-0.120148,-0.427231,-0.563811,0.706818
9,3.689629,1.855964,3.237524,3.182634,-1.031465,-0.566806,-2.616568,0.070231,0.081015,0.379589,0.316624,0.388372,0.8654,-0.614844,0.779214,-0.12162,-0.721569,-0.49358,0.485508
9,3.18623,2.525649,5.404707,5.788556,0.669684,2.167183,2.605922,0.105737,0.142038,0.339803,0.443323,0.657101,0.609658,-0.789578,0.608865,-0.076482,-0.421459,-0.447469,0.788761
8,2.867066,3.69668,4.77018,5.180275,1.171032,-0.634527,-0.608281,0.087869,0.133272,0.352336,0.358172,0.629272,0.689732,-0.921319,0.357682,0.152433,-0.150783,-0.69006,0.707872
7,2.576105,4.137564,4.723069,2.986528,0.440883,-0.047111,-2.193747,0.095389,0.087516,0.369759,0.411369,0.433834,0.8016,-0.910936,0.249238,0.328748,-0.057167,-0.865448,0.497727
9,3.604213,3.610156,2.518984,5.114409,-0.527408,-2.204086,2.127881,0.039249,0.126124,0.368403,0.145357,0.59194,0.792766,-0.946402,0.317434,-0.05966,-0.286968,-0.741607,0.606357
10,4.036515,1.942146,4.615303,3.696014,-1.66801,2.096319,-1.418395,0.099444,0.0944,0.365712,0.443589,0.449781,0.775194,-0.639112,0.765416,-0.07532,-0.627225,-0.462026,0.626993
8,3.276363,3.31069,2.610657,4.133105,1.368543,-2.004645,0.437091,0.046835,0.104592,0.376598,0.191152,0.497983,0.845857,-0.906379,0.420559,-0.04009,-0.375698,-0.759006,0.531753
7,2.408994,3.9584,4.931079,3.065426,0.64771,2.320422,-1.067679,0.100224,0.089201,0.367345,0.433241,0.441022,0.786003,-0.897158,0.304642,0.319846,-0.098391,-0.843743,0.527652
7,2.952047,3.037575,5.772375,4.706633,-0.920825,0.841296,1.641207,0.114887,0.122418,0.346649,0.487177,0.579574,0.653263,-0.827385,0.545597,0.133257,-0.279186,-0.60542,0.745334
6,2.479412,2.403886,4.81682,5.067879,-0.633689,-0.955555,0.361245,0.096956,0.126216,0.352606,0.41563,0.591402,0.69101,-0.760039,0.643734,-0.089142,-0.497548,-0.488147,0.717048
7,2.233695,1.742451,4.963517,2.907572,-0.661435,0.146697,-2.160307,0.109988,0.07611,0.36748,0.497183,0.366118,0.786617,-0.570717,0.820912,-0.019638,-0.652934,-0.439172,0.617094
7,2.547105,2.794727,4.403617,2.541996,1.052275,-0.5599,-0.365575,0.095224,0.071477,0.374615,0.426701,0.352271,0.832965,-0.782918,0.605195,0.144148,-0.453328,-0.713651,0.534037
7,2.455897,1.916682,5.662782,4.359318,-0.878045,1.259164,1.817321,0.119923,0.109456,0.350454,0.526298,0.514288,0.677139,-0.641109,0.763518,-0.077585,-0.556911,-0.393288,0.731556
10,4.237565,4.037069,2.761921,4.802141,2.120388,-2.90086,0.442824,0.043785,0.120774,0.370244,0.164068,0.570544,0.804712,-0.974828,0.218149,0.046051,-0.149273,-0.792012,0.591975
10,3.732971,2.279353,5.553356,4.995134,-1.757717,2.791435,0.192993,0.113464,0.124677,0.346132,0.488157,0.582751,0.649696,-0.728429,0.682446,-0.060488,-0.478633,-0.443731,0.757636
9,3.383914,4.048785,4.110728,4.778444,1.769432,-1.442628,-0.21669,0.073659,0.124332,0.361682,0.296869,0.591572,0.749607,-0.951083,0.25388,0.17603,-0.086176,-0.765197,0.638003
6,2.23329,3.079402,3.580499,4.14084,-0.969383,-0.530229,-0.637604,0.069841,0.10659,0.370706,0.297355,0.509262,0.807609,-0.86678,0.498646,0.00673,-0.399284,-0.702021,0.589694
5,1.944703,3.182063,5.368985,3.949437,0.102661,1.788487,-0.191403,0.109052,0.106324,0.357,0.469715,0.511779,0.71934,-0.838412,0.514256,0.18057,-0.277513,-0.68792,0.670636
8,3.270072,4.039254,2.542794,5.592182,0.857191,-2.826192,1.642745,0.035181,0.136746,0.363558,0.11769,0.637219,0.761644,-0.98051,0.196257,-0.009126,-0.155293,-0.745728,0.647899
7,2.877581,3.98038,3.186569,3.57404,-0.058874,0.643775,-2.018141,0.059306,0.095184,0.37767,0.24659,0.460317,0.85282,-0.956199,0.258951,0.136486,-0.158012,-0.849121,0.504009
6,2.291218,3.621274,4.107188,4.293698,-0.359106,0.92062,0.719657,0.07819,0.112712,0.365739,0.327205,0.539817,0.775587,-0.919524,0.370926,0.129957,-0.217532,-0.755693,0.617744
10,3.838319,1.316019,5.517798,4.383307,-2.305255,1.41061,0.089609,0.119747,0.106908,0.351677,0.532131,0.497819,0.684846,-0.506595,0.83667,-0.208197,-0.67664,-0.236154,0.697417
10,3.454291,3.613368,4.924038,3.649616,2.297349,-0.59376,-0.73369,0.098869,0.100671,0.363593,0.424515,0.48938,0.761771,-0.886455,0.397951,0.23629,-0.187512,-0.775585,0.60275
9,3.800561,2.369676,5.424402,5.751554,-1.243692,0.500364,2.101938,0.107303,0.140608,0.339953,0.45262,0.649902,0.610542,-0.763168,0.637365,-0.106495,-0.458353,-0.417748,0.784474
7,2.568078,1.80884,3.854247,4.160391,-0.560836,-1.570155,-1.591163,0.081871,0.103555,0.368379,0.363542,0.489762,0.792446,-0.620157,0.76303,-0.182184,-0.693892,-0.425213,0.581127
7,2.740276,2.574238,2.795803,5.470569,0.765398,-1.058444,1.310178,0.050057,0.132659,0.363169,0.20288,0.618863,0.758846,-0.800087,0.553703,-0.230812,-0.563024,-0.560323,0.607488
9,3.511587,3.624243,2.576312,4.148231,1.050006,-0.219491,-1.322337,0.044537,0.105344,0.37671,0.17765,0.501728,0.846587,-0.941735,0.336357,0.000405,-0.284553,-0.797334,0.532249
7,3.029753,2.63145,4.226908,4.905396,-0.992793,1.650597,0.757165,0.08354,0.122939,0.359209,0.356084,0.579104,0.733377,-0.80187,0.592808,-0.074718,-0.478024,-0.56147,0.675459
7,2.726294,1.683528,4.184193,3.771212,-0.947922,-0.042716,-1.134184,0.090818,0.094703,0.368781,0.407265,0.449481,0.795049,-0.58184,0.799401,-0.149735,-0.702869,-0.401611,0.587097
7,2.870332,2.005531,5.161911,5.498707,0.322002,0.977718,1.727494,0.105045,0.133739,0.345055,0.451061,0.61919,0.642765,-0.691139,0.699506,-0.181711,-0.562137,-0.362281,0.743474
5,2.063594,1.43841,5.263326,5.018712,-0.567121,0.101416,-0.479995,0.111982,0.121126,0.348666,0.492375,0.560807,0.66563,-0.553252,0.794011,-0.251909,-0.669799,-0.244231,0.701228
5,1.786341,1.997433,4.973354,5.441569,0.559023,-0.289973,0.422857,0.101317,0.132464,0.347412,0.435894,0.61429,0.657757,-0.68857,0.699793,-0.19016,-0.577113,-0.370026,0.728025
7,2.892128,1.451944,5.114733,3.338855,-0.54549,0.141379,-2.102714,0.11324,0.084549,0.363401,0.510777,0.401464,0.760219,-0.511008,0.853275,-0.103888,-0.690385,-0.335416,0.640987
10,4.003713,3.64995,3.626938,5.667255,2.198006,-1.487794,2.3284,0.061201,0.140644,0.356349,0.237386,0.657237,0.715323,-0.945401,0.325415,0.017942,-0.220985,-0.680528,0.698604
9,3.566619,2.116414,4.49728,2.58187,-1.533536,0.870342,-3.085385,0.099377,0.069815,0.373508,0.449861,0.340225,0.825755,-0.653348,0.755714,0.04509,-0.608694,-0.55979,0.562251
10,3.551144,0.8443,5.240743,5.165703,-1.272114,0.743463,2.583833,0.11434,0.121356,0.347417,0.508285,0.556097,0.657573,-0.404968,0.831685,-0.37987,-0.758156,-0.073216,0.64795
10,4.316603,1.864385,3.056563,3.030507,1.020085,-2.18418,-2.135196,0.066414,0.077311,0.381629,0.299936,0.371273,0.878746,-0.614938,0.779895,-0.116685,-0.728654,-0.505378,0.46223
8,3.138562,3.660342,4.533035,2.756576,1.795957,1.476472,-0.273931,0.094169,0.080018,0.372581,0.412984,0.396703,0.8198,-0.887669,0.379508,0.260803,-0.207659,-0.83542,0.508872
10,3.384299,1.773647,5.730851,5.41936,-1.886695,1.197816,2.662784,0.118537,0.131048,0.340073,0.511612,0.604007,0.611088,-0.64,0.744022,-0.191913,-0.570587,-0.292915,0.767224
10,3.859196,3.475369,3.995122,4.356917,1.701722,-1.735729,-1.062443,0.076193,0.113372,0.366043,0.319374,0.541721,0.777521,-0.90971,0.404816,0.092475,-0.264657,-0.736853,0.622096
6,2.316687,2.62765,3.404148,4.28103,-0.847719,-0.590974,-0.075887,0.067534,0.108114,0.370669,0.290323,0.513732,0.807336,-0.797493,0.596675,-0.089359,-0.527626,-0.617905,0.582928
10,3.850716,1.345512,5.694877,3.00019,-1.282139,2.29073,-1.28084,0.126824,0.076613,0.359457,0.572286,0.364129,0.734778,-0.471108,0.879582,-0.066279,-0.670433,-0.30823,0.674917
10,4.017319,2.609765,3.128217,2.749172,1.264253,-2.566661,-0.251018,0.066344,0.072959,0.382868,0.296232,0.354723,0.886802,-0.77573,0.631017,0.007837,-0.556808,-0.690241,0.462097
9,3.672618,1.788618,5.89893,3.232663,-0.821147,2.770713,0.483491,0.128873,0.084304,0.355905,0.575315,0.402561,0.712009,-0.57816,0.815889,0.007483,-0.577908,-0.415961,0.702139
7,2.647865,3.257848,4.98193,3.698739,1.46923,-0.917,0.466075,0.101542,0.100442,0.36261,0.439418,0.48613,0.755373,-0.852925,0.490145,0.179656,-0.282906,-0.723222,0.630012
5,1.908523,3.325926,4.330498,4.47178,0.068079,-0.651431,0.773041,0.083806,0.116135,0.362392,0.353377,0.553746,0.753983,-0.889468,0.448329,0.088591,-0.288976,-0.70195,0.650968
7,3.116402,2.359465,3.486717,5.367493,-0.966462,-0.843782,0.895713,0.067125,0.130987,0.360062,0.282673,0.611766,0.738809,-0.760352,0.614245,-0.211111,-0.582967,-0.502085,0.638796
7,2.619943,1.451467,2.962514,5.759254,-0.907998,-0.524203,0.391762,0.059646,0.136501,0.358984,0.257142,0.631211,0.731745,-0.544003,0.724437,-0.423381,-0.797369,-0.289211,0.529679
5,1.774511,1.294941,2.989604,4.395848,-0.156526,0.02709,-1.363406,0.064124,0.106646,0.372092,0.286756,0.501049,0.81653,-0.482247,0.814178,-0.323345,-0.826825,-0.301052,0.475108
7,2.359086,1.763227,5.079892,5.57724,0.468286,2.090288,1.181392,0.104515,0.134283,0.344976,0.45131,0.619598,0.642198,-0.641595,0.727619,-0.242748,-0.61769,-0.30248,0.725923
9,3.453857,2.998692,3.70575,5.273846,1.235465,-1.374142,-0.303395,0.068585,0.131034,0.359662,0.28226,0.614899,0.736362,-0.868285,0.490717,-0.072646,-0.406018,-0.61887,0.672421
7,2.846965,3.580243,3.809232,3.034767,0.581551,0.103482,-2.239079,0.077297,0.08394,0.37682,0.33613,0.411207,0.847305,-0.906202,0.386873,0.170665,-0.257621,-0.825196,0.502676
6,2.415115,3.111687,3.941548,3.942112,-0.468556,0.132315,0.907346,0.078516,0.103081,0.369649,0.337554,0.494799,0.800769,-0.863192,0.501881,0.054917,-0.374718,-0.709755,0.596519
9,3.77272,1.817007,5.387366,3.14872,-1.29468,1.445818,-0.793392,0.11821,0.082239,0.361895,0.530439,0.394121,0.750535,-0.589144,0.808004,-0.006208,-0.608883,-0.43888,0.660792
5,2.364222,1.328606,4.659684,4.312506,-0.488402,-0.727682,1.163785,0.101501,0.105445,0.360522,0.454024,0.493795,0.741639,-0.505109,0.829858,-0.237068,-0.732526,-0.266977,0.626203
7,2.33816,1.68198,3.139664,2.645592,0.353375,-1.52002,-1.666914,0.069803,0.068,0.383254,0.318673,0.327742,0.8894,-0.561701,0.821401,-0.09896,-0.762989,-0.468042,0.445852
10,3.735259,3.200155,2.867832,5.22237,1.518174,-0.271833,2.576778,0.048973,0.128682,0.365447,0.19283,0.603579,0.773634,-0.899259,0.425134,-0.102934,-0.391029,-0.675853,0.624755
8,3.105472,1.093344,3.396641,4.733184,-2.10681,0.528809,-0.489185,0.073732,0.113643,0.366571,0.330308,0.530455,0.780714,-0.437927,0.821629,-0.364892,-0.835033,-0.221373,0.503701
7,2.241923,2.546552,2.872934,4.372027,1.453208,-0.523707,-0.361158,0.055579,0.108989,0.37311,0.23632,0.516271,0.823175,-0.784519,0.602172,-0.148049,-0.572131,-0.610813,0.547333
8,3.604223,4.205198,3.172124,3.022478,1.658646,0.29919,-1.349548,0.060641,0.083279,0.381319,0.256059,0.407549,0.876549,-0.962208,0.196626,0.1884,-0.09557,-0.891664,0.442495
5,1.781934,3.931168,3.195961,3.503225,-0.27403,0.023837,0.480747,0.060049,0.093525,0.378085,0.251069,0.452827,0.855519,-0.952406,0.273573,0.134465,-0.173157,-0.848561,0.499961
9,3.435866,2.811912,3.582544,5.86191,-1.119256,0.386583,2.358684,0.064699,0.142587,0.354294,0.261914,0.662361,0.701911,-0.847616,0.507186,-0.155913,-0.459275,-0.554121,0.694274
7,2.789182,3.464065,4.714918,4.338657,0.652153,1.132375,-1.523253,0.091986,0.114569,0.360253,0.388792,0.548478,0.740279,-0.891986,0.42535,0.153096,-0.230908,-0.719841,0.654607
4,1.888135,3.398615,5.178109,4.275165,-0.065449,0.46319,-0.063492,0.102483,0.113904,0.356439,0.435414,0.54591,0.71582,-0.872078,0.453596,0.183659,-0.224432,-0.704218,0.673578
5,2.001087,3.225433,4.327685,3.55447,-0.173182,-0.850424,-0.720695,0.088087,0.095726,0.369399,0.38247,0.463741,0.799163,-0.863728,0.486723,0.130672,-0.328373,-0.740237,0.586703
4,1.610951,3.165885,4.915209,3.677911,-0.059548,0.587524,0.123442,0.100621,0.099471,0.363359,0.436645,0.481123,0.760172,-0.844043,0.511802,0.160154,-0.312004,-0.711549,0.629565
8,3.269749,1.824866,3.638085,5.741532,-1.341019,-1.277125,2.063621,0.072545,0.137456,0.355005,0.310229,0.636378,0.706245,-0.649833,0.687232,-0.324698,-0.691999,-0.358218,0.626752
7,2.683298,2.844758,3.58636,5.366673,1.019892,-0.051725,-0.37486,0.066492,0.13238,0.359512,0.274008,0.619802,0.735368,-0.847065,0.518593,-0.116371,-0.453487,-0.591021,0.667116
4,1.680331,2.972273,3.899978,5.422179,0.127515,0.313618,0.055506,0.072408,0.134407,0.356767,0.298007,0.629266,0.717785,-0.864969,0.496661,-0.071808,-0.401685,-0.599466,0.692308
5,2.26621,3.638223,3.642588,5.751663,0.66595,-0.25739,0.329484,0.061226,0.142385,0.355337,0.236745,0.664441,0.708851,-0.945045,0.32669,0.012782,-0.223082,-0.672924,0.705272
12,4.817129,0.925863,4.003517,5.196398,-2.71236,0.360929,-0.555265,0.087131,0.123022,0.357896,0.389167,0.568647,0.7247,-0.407597,0.815405,-0.41107,-0.824699,-0.135414,0.549122
5,1.847802,1.602006,4.136578,5.0248,0.676143,0.133061,-0.171598,0.086801,0.121833,0.358609,0.38136,0.567985,0.729354,-0.587113,0.760392,-0.277673,-0.71232,-0.322325,0.623464
11,4.349995,4.233657,3.393315,2.646882,2.63165,-0.743264,-2.377918,0.067304,0.075667,0.381977,0.289595,0.374525,0.880833,-0.95405,0.192241,0.229851,-0.083247,-0.906924,0.412988
7,2.598796,3.655554,5.73204,3.887593,-0.578102,2.338725,1.24071,0.114553,0.107864,0.353832,0.487836,0.522557,0.69925,-0.864631,0.405167,0.297074,-0.128075,-0.749519,0.649475
7,2.924002,3.027386,5.40365,5.802491,-0.628169,-0.32839,1.914898,0.10238,0.144448,0.339833,0.421495,0.670916,0.610093,-0.857781,0.513032,0.031782,-0.291675,-0.536723,0.791741
7,2.654533,3.199309,5.851074,4.355327,0.171924,0.447424,-1.447164,0.117189,0.115901,0.348805,0.49889,0.553322,0.66704,-0.83407,0.516279,0.19438,-0.236824,-0.653333,0.719076
6,2.3966,3.629645,5.438617,3.89968,0.430336,-0.412457,-0.455646,0.108525,0.107365,0.356798,0.46268,0.519738,0.718192,-0.874385,0.40464,0.267802,-0.151423,-0.751884,0.641671
8,2.811975,1.83426,3.422773,4.599026,-1.795386,-2.015844,0.699346,0.070921,0.112931,0.36769,0.311122,0.531294,0.787991,-0.632961,0.735968,-0.240233,-0.707578,-0.42403,0.565271
8,3.104619,3.146004,4.673341,2.886155,1.311744,1.250568,-1.712871,0.098649,0.081261,0.370525,0.435965,0.399477,0.806444,-0.833029,0.518966,0.19167,-0.34195,-0.755353,0.559028
10,4.023882,0.986511,4.464952,4.067018,-2.159493,-0.208389,1.180863,0.099339,0.098582,0.364152,0.449417,0.461233,0.765042,-0.405276,0.87025,-0.280028,-0.794946,-0.184206,0.578039
10,3.589452,2.739401,5.279806,5.190589,1.752891,0.814854,1.123571,0.104308,0.13061,0.347161,0.441221,0.611935,0.656399,-0.810776,0.585351,0.002515,-0.382686,-0.533304,0.754413
5,1.879891,2.688708,5.614587,4.522249,-0.050694,0.334782,-0.66834,0.114325,0.116697,0.349792,0.491639,0.552435,0.673132,-0.7821,0.619858,0.064004,-0.381889,-0.557923,0.736806
10,3.96442,3.860668,3.886018,3.132666,1.17196,-1.72857,-1.389583,0.077483,0.087218,0.375729,0.333559,0.427519,0.840218,-0.927559,0.309771,0.20899,-0.170928,-0.849063,0.499876
10,3.515249,1.531478,5.415354,3.299791,-2.32919,1.529336,0.167124,0.11949,0.084186,0.360638,0.537305,0.400173,0.742405,-0.527493,0.846535,-0.071624,-0.657135,-0.35313,0.665937
12,4.905878,4.062275,5.055872,5.855758,2.530798,-0.359482,2.555967,0.087996,0.148833,0.343023,0.344377,0.695288,0.630856,-0.938699,0.269882,0.214497,-0.02112,-0.666051,0.745607
5,2.306315,4.216607,5.012428,5.273887,0.154332,-0.043444,-0.581871,0.089265,0.137525,0.349441,0.355444,0.650111,0.671577,-0.935035,0.235523,0.265025,0.014124,-0.72215,0.691592
10,3.641579,2.024805,3.451779,5.295,-2.191803,-1.560648,0.021113,0.068504,0.128509,0.360963,0.293313,0.599667,0.744559,-0.687598,0.675639,-0.265934,-0.662534,-0.433962,0.610512
7,2.654806,3.021021,3.110805,4.515543,0.996217,-0.340974,-0.779457,0.058136,0.113643,0.370598,0.24208,0.538801,0.806902,-0.866909,0.494022,-0.066413,-0.434412,-0.683436,0.586687
6,2.554368,2.694117,3.65614,5.002006,-0.326905,0.545335,0.486462,0.070267,0.124361,0.362582,0.295835,0.585092,0.755082,-0.817553,0.564728,-0.112647,-0.492328,-0.583998,0.645414
5,1.913988,2.464688,3.086239,4.074076,-0.229429,-0.569901,-0.92793,0.061777,0.102566,0.374302,0.267395,0.487927,0.83092,-0.764821,0.632663,-0.1216,-0.585027,-0.602992,0.54235
