q1g,q2g,q3g
-2.127820072662599815e-01,-1.258358999147231871e-01,2.553026401206332507e-01
-2.128599306962898619e-01,-1.258477418517773838e-01,2.554498555822369288e-01
-2.126774303544485267e-01,-1.259844138998564289e-01,2.559451167952846440e-01
-2.122548559251833111e-01,-1.257925792673148524e-01,2.570979426130830525e-01
-2.116707502748214065e-01,-1.250014662332745996e-01,2.589423045099111254e-01
-2.110027580774514466e-01,-1.236968311356658329e-01,2.612250126852622145e-01
-2.103185088439600559e-01,-1.223096582514848901e-01,2.634766574086953028e-01
-2.097126483048517842e-01,-1.215130901064691293e-01,2.650167057389374303e-01
-2.093525863134360343e-01,-1.218463693101303341e-01,2.651547204804478586e-01
-2.094141659756238727e-01,-1.231596223232967746e-01,2.637722012844265773e-01
-2.098744590780067809e-01,-1.245443586013766091e-01,2.617239104229067692e-01
-2.104023575200626717e-01,-1.250385553373224712e-01,2.603791656237078866e-01
-2.105954185709810744e-01,-1.244726151679581561e-01,2.604987928194171243e-01
-2.103602521703967498e-01,-1.235388208691729911e-01,2.616018293425425023e-01
-2.099821045136905096e-01,-1.230499749271918575e-01,2.625258540199882362e-01
-2.098291972878989498e-01,-1.231643747275386336e-01,2.625660975304986988e-01
-2.100729646073223322e-01,-1.233339285607276264e-01,2.619527393724815356e-01
-2.106651899509016934e-01,-1.229662595235060107e-01,2.613085498567659370e-01
-2.114556910742688145e-01,-1.220462461492662631e-01,2.609210510902264524e-01
-2.122479907787902520e-01,-1.211093711119858307e-01,2.606572121380317797e-01
-2.127843405285755329e-01,-1.207436265561923211e-01,2.603868852032448222e-01
-2.127899985425561746e-01,-1.211711420600210809e-01,2.602617970602044695e-01
-2.121229618881071977e-01,-1.221700303793883113e-01,2.605871869398543872e-01
-2.108997902880003494e-01,-1.233057015053137112e-01,2.614975122039300270e-01
-2.094398288644883921e-01,-1.243218757657332113e-01,2.627476123991631662e-01
-2.081356468601881504e-01,-1.252955460348474659e-01,2.637574088036401254e-01
-2.073606214906515699e-01,-1.263718247778614912e-01,2.639156016248179748e-01
-2.073065120991667287e-01,-1.274414843156265187e-01,2.630546020202170210e-01
-2.077391954351620329e-01,-1.281986648385358973e-01,2.617659808436767488e-01
-2.079818755711854705e-01,-1.284742563500892720e-01,2.611532833591030389e-01
-2.073181893845014445e-01,-1.283380888888394356e-01,2.621449331236759828e-01
-2.055589350159872930e-01,-1.278796973981306262e-01,2.648749895222793360e-01
-2.033178799550334759e-01,-1.271172231790376195e-01,2.684490085663011061e-01
-2.016590491530975970e-01,-1.262236866689771531e-01,2.713188956006594155e-01
-2.012745921550616324e-01,-1.256233949541370465e-01,2.722943777875597715e-01
-2.020077090448965385e-01,-1.255724884480206027e-01,2.714221087670984356e-01
-2.032276781908240459e-01,-1.257412397303450391e-01,2.697685651093142956e-01
-2.044766879755300082e-01,-1.254416646556886783e-01,2.684137725005812936e-01
-2.055588793871135911e-01,-1.243072648724897478e-01,2.678498433638357157e-01
-2.062534569544471619e-01,-1.226004333024235254e-01,2.681583494712886373e-01
-2.063679552632293746e-01,-1.209352839814916286e-01,2.691774121785783791e-01
-2.060234547284217066e-01,-1.199109666249875694e-01,2.703742378532075219e-01
-2.055398544940844341e-01,-1.198870617052427978e-01,2.710858595000835147e-01
-2.049802026851768599e-01,-1.208091921158279125e-01,2.712242821582473429e-01
-2.040943218802906134e-01,-1.221752923787711859e-01,2.714402388020412671e-01
-2.027864289656759467e-01,-1.233150865155489689e-01,2.723491945772536504e-01
-2.014227952735523908e-01,-1.238497286908030459e-01,2.737665013534713587e-01
-2.005699853672463506e-01,-1.238925585645327537e-01,2.748740306643724374e-01
-2.004950415132138730e-01,-1.237785443843001654e-01,2.750824389240017487e-01
-2.009000472488080002e-01,-1.236726597159443219e-01,2.746705035777273207e-01
-2.011227889552911763e-01,-1.235660472716712532e-01,2.745023569604838065e-01
-2.006775228997915161e-01,-1.235769597789217467e-01,2.750887336318168508e-01
-1.996422094315005724e-01,-1.239898992031920888e-01,2.760847752520374510e-01
-1.984817947047816666e-01,-1.249622004824012395e-01,2.767803359150719511e-01
-1.975991445803518543e-01,-1.262784451970066502e-01,2.768667305670783896e-01
-1.971650119517815991e-01,-1.274468796915338431e-01,2.765423688944900760e-01
-1.971783568410060972e-01,-1.279734005502129457e-01,2.761881489886343077e-01
-1.974038318034625206e-01,-1.276313901445428334e-01,2.762320653433506523e-01
-1.973134081931950112e-01,-1.266016293707898643e-01,2.771262142675787743e-01
-1.964828100558302648e-01,-1.252905323177634922e-01,2.790220594990355241e-01
-1.951092087336522007e-01,-1.240099906039533323e-01,2.814361724989686842e-01
-1.938803926842666281e-01,-1.229483966691007346e-01,2.834748550102900166e-01
-1.932646328999146346e-01,-1.223640578758359021e-01,2.844981005408245278e-01
-1.931877383157497019e-01,-1.224629539313881882e-01,2.844919139604509262e-01
-1.934139451509692131e-01,-1.230495876643035724e-01,2.838368687446838901e-01
-1.939324665018975491e-01,-1.235211409080061717e-01,2.829229397684034364e-01
-1.947993522444526338e-01,-1.233140394554530783e-01,2.820839558611339948e-01
-1.957899580394811823e-01,-1.223522149633039791e-01,2.816784249395987705e-01
-1.963953809540539552e-01,-1.211255524691331881e-01,2.819784111311104957e-01
-1.962069060113829644e-01,-1.203127057820923829e-01,2.829450395117418249e-01
-1.952748232456690547e-01,-1.203289499731057116e-01,2.841471030871571823e-01
-1.940447359865328514e-01,-1.211821686019637218e-01,2.849930989832241690e-01
-1.929400670739147838e-01,-1.226580107723465318e-01,2.851344728346125179e-01
-1.920673648473867623e-01,-1.245027758511502436e-01,2.846845238048875681e-01
-1.913415318793274533e-01,-1.264208503723151800e-01,2.840339066162957948e-01
-1.907847712581755284e-01,-1.279968128616515433e-01,2.835068709065671766e-01
-1.905822560385622977e-01,-1.286830054903112253e-01,2.832843346985158273e-01
-1.907570858469355146e-01,-1.280790599859745471e-01,2.835859866898619575e-01
-1.909088902865894721e-01,-1.263745690762123897e-01,2.846637159073407974e-01
-1.905249960563193679e-01,-1.244349665891544138e-01,2.864156326850842982e-01
-1.895970085322772614e-01,-1.232460196355773252e-01,2.881374799075209769e-01
-1.887222412942264060e-01,-1.231831211558283984e-01,2.889429095338992837e-01
-1.884805834147965931e-01,-1.238394384174862223e-01,2.885337274192630863e-01
-1.888629482943210980e-01,-1.244342003217564357e-01,2.875073506225190867e-01
-1.893615971545657140e-01,-1.243674586712718161e-01,2.868756493845836530e-01
-1.894881308448034263e-01,-1.235058377710062522e-01,2.872963093952488611e-01
-1.890820161123919485e-01,-1.221096991304973095e-01,2.887538677416739419e-01
-1.882132585286552806e-01,-1.206155806973336075e-01,2.908084638333454097e-01
-1.870099299085318245e-01,-1.195477495438661969e-01,2.928830199378528176e-01
-1.857153962271504977e-01,-1.194721174769904082e-01,2.942803794670358353e-01
-1.847345127248284924e-01,-1.206962156305463468e-01,2.943707385007801047e-01
-1.843625275400366803e-01,-1.228112037163691522e-01,2.931986521828428560e-01
-1.844532544913319583e-01,-1.247727956469329574e-01,2.917325671893774008e-01
-1.845257249300571445e-01,-1.256766462449845079e-01,2.911419317011354480e-01
-1.841616580785429280e-01,-1.254618385920474866e-01,2.918619564287352475e-01
-1.832477876335887323e-01,-1.246896122201947010e-01,2.935271523533765636e-01
-1.819967761473853252e-01,-1.237915427581828820e-01,2.955363137195620160e-01
-1.809271305367649574e-01,-1.227620683775180604e-01,2.973420161060180700e-01
-1.806148404552708475e-01,-1.215218580058097797e-01,2.984646320582230450e-01
-1.811947354844516411e-01,-1.203370572783465514e-01,2.986650612197864207e-01
-1.821655354867263987e-01,-1.197488450374399882e-01,2.981227545241288412e-01
-1.828239647006111857e-01,-1.200791008639085916e-01,2.973047040594821722e-01
-1.828070353842068674e-01,-1.210326908420268910e-01,2.967220632173896422e-01
-1.822368361614684629e-01,-1.218698844503056378e-01,2.967250052795882276e-01
-1.814929959005736615e-01,-1.220307422648797546e-01,2.973339911792864387e-01
-1.809576204458767934e-01,-1.214740618973086106e-01,2.982376258986113027e-01
-1.809039495571287681e-01,-1.204387182017367108e-01,2.990191293593686961e-01
-1.815161554973213631e-01,-1.191139105585633934e-01,2.993403871280446160e-01
-1.828246909777244689e-01,-1.176368448742468042e-01,2.990291917298624202e-01
-1.844677943660902597e-01,-1.162552365201413029e-01,2.982497539303017864e-01
-1.856229385550940969e-01,-1.153352804494844203e-01,2.975979475767909221e-01
-1.855315800921820690e-01,-1.151333499102412117e-01,2.977233435944790507e-01
-1.842240287920451913e-01,-1.155454216849369498e-01,2.987201485097698561e-01
-1.825352035065106737e-01,-1.161115990508791440e-01,3.000500697889819102e-01
-1.813312829876349286e-01,-1.163978370106750759e-01,3.010659912836973762e-01
-1.809157831167897412e-01,-1.163564139298709221e-01,3.014440538905533429e-01
-1.811779223408192252e-01,-1.162368954851668024e-01,3.011608830367265566e-01
-1.819649976210761799e-01,-1.161932275514272611e-01,3.003583586356358692e-01
-1.831106303075602515e-01,-1.161463423445611015e-01,2.993211481731937740e-01
-1.842705275739907889e-01,-1.160389139212287535e-01,2.984159438702870260e-01
-1.849614679793182559e-01,-1.159794707748403181e-01,2.979701655448779851e-01
-1.848567297659453601e-01,-1.161248328123224149e-01,2.981184795396039644e-01
-1.839742153601665597e-01,-1.165920399061894791e-01,2.987324892823450817e-01
-1.826013534866197108e-01,-1.173910071473651395e-01,2.995431457304340572e-01
-1.811880385881204092e-01,-1.182338758725978989e-01,3.003297222546310041e-01
-1.803163414028474965e-01,-1.184983311006923140e-01,3.009418955006198382e-01
-1.804745667040970614e-01,-1.176661436406689215e-01,3.012465023115197815e-01
-1.815841701777460848e-01,-1.159477103873765985e-01,3.012102704249398077e-01
-1.828492864899411430e-01,-1.143682213300404316e-01,3.009911609107371322e-01
-1.833334321184492410e-01,-1.140393370353934704e-01,3.008127480453581803e-01
-1.827179599961452350e-01,-1.151684781690488213e-01,3.008214081592588407e-01
-1.813023567982787743e-01,-1.169249558116681048e-01,3.011610595719635963e-01
-1.794173288540373834e-01,-1.183632115307301780e-01,3.020026034077196719e-01
-1.772227668841009074e-01,-1.192656713096103133e-01,3.032926624227645918e-01
-1.751294965605482146e-01,-1.198853972449383937e-01,3.045676866935639882e-01
-1.739424024997785756e-01,-1.201560132601322828e-01,3.052724933937751572e-01
-1.742740661332175534e-01,-1.196142973047203684e-01,3.052413455570492373e-01
-1.758775843255554194e-01,-1.180754433478272414e-01,3.048098958923854407e-01
-1.777196469100115750e-01,-1.159979322407806990e-01,3.045402797816186280e-01
-1.786963310725723786e-01,-1.141475822435703558e-01,3.048736130771545483e-01
-1.782940112693614521e-01,-1.130921732161437043e-01,3.059109237509636814e-01
-1.767806734410717617e-01,-1.129522717665725345e-01,3.073779500616695137e-01
-1.750110784889300219e-01,-1.133617823310619083e-01,3.087615017422594699e-01
-1.739939687326897133e-01,-1.137151061999557011e-01,3.095159003033617906e-01
-1.742752772215483414e-01,-1.136337494607781440e-01,3.093502824493790659e-01
-1.755179380711080483e-01,-1.132811341096577190e-01,3.084446620833369290e-01
-1.767382836593192619e-01,-1.131571944009215902e-01,3.073757821026300574e-01
-1.770513644978792545e-01,-1.135290953252934970e-01,3.067970163933310124e-01
-1.761931116355389959e-01,-1.140959843246944216e-01,3.071636289099616279e-01
-1.745363161620394066e-01,-1.143065987942253198e-01,3.085017938439080787e-01
-1.728516526847935497e-01,-1.139935943476146074e-01,3.102272977226223083e-01
-1.718868391207131474e-01,-1.135839872140851636e-01,3.114041270677865292e-01
-1.719122027112061912e-01,-1.136956178526944139e-01,3.113991813140676301e-01
-1.725875573058840984e-01,-1.146738377351023686e-01,3.102739177735275855e-01
-1.732127382016331596e-01,-1.165202704788042831e-01,3.086125332010862810e-01
-1.730546005399697940e-01,-1.189708959520033582e-01,3.072027039610113475e-01
-1.716777054825767701e-01,-1.214686972086386624e-01,3.067662139684026457e-01
-1.691519033873004896e-01,-1.232665740149218869e-01,3.077075973195722014e-01
-1.659538834457378875e-01,-1.238889273865576290e-01,3.099225434767650111e-01
-1.627612684631513096e-01,-1.234127566390631481e-01,3.128140771190866531e-01
-1.604059666902175885e-01,-1.221785402720737823e-01,3.155066297811557341e-01
-1.596225091328798140e-01,-1.204622393905498690e-01,3.172402830478514013e-01
-1.604802226590440473e-01,-1.186178387854057437e-01,3.177294565893516443e-01
-1.621676046152005779e-01,-1.172496040012928620e-01,3.172237271122775870e-01
-1.636119065882511714e-01,-1.168339281267719021e-01,3.162575473075956434e-01
-1.643466410625414875e-01,-1.171589597992716281e-01,3.153404677350578056e-01
-1.647367415464284779e-01,-1.173979083172247556e-01,3.147428192254181356e-01
-1.654084308179351870e-01,-1.168898527702609963e-01,3.144287114192712007e-01
-1.664896370816397464e-01,-1.158145616581829906e-01,3.142071156567739498e-01
-1.674237023316477446e-01,-1.150114813953780762e-01,3.140017807475915523e-01
-1.674886441295664052e-01,-1.151061357490072434e-01,3.140033749913752614e-01
-1.664361076733721079e-01,-1.159355768008469151e-01,3.145140181848989358e-01
-1.645717727292880517e-01,-1.168517155318914424e-01,3.156744090678088033e-01
-1.623478252182672110e-01,-1.174760691154012465e-01,3.173162683675134210e-01
-1.601180859131529355e-01,-1.179815612422402682e-01,3.190011222447950989e-01
-1.582910406681674320e-01,-1.186902013442423937e-01,3.201656877191497164e-01
-1.573926936377050279e-01,-1.195907009288080386e-01,3.203760262907598411e-01
-1.576913436381489897e-01,-1.202951188709784069e-01,3.196517663173806256e-01
-1.588408964413139945e-01,-1.203387472820335730e-01,3.185662748846412873e-01
-1.600591307795671547e-01,-1.195194851322880503e-01,3.178894038149838730e-01
-1.606933268288077143e-01,-1.180384710101947399e-01,3.180357759057130806e-01
-1.605790260217794529e-01,-1.162483153685463788e-01,3.189272911425277690e-01
-1.599310055157608379e-01,-1.143214675080476139e-01,3.203077404371788561e-01
-1.589865620706940041e-01,-1.124201714710477834e-01,3.219489727958834147e-01
-1.578047491577376782e-01,-1.110779830701281307e-01,3.235566617588148675e-01
-1.564099089429394629e-01,-1.108429373203737994e-01,3.248118417409168179e-01
-1.550584898393376487e-01,-1.114179397709802177e-01,3.256455378949131840e-01
-1.542129684904137432e-01,-1.117350190125621229e-01,3.262505031550452239e-01
-1.541936993876135698e-01,-1.110871517645700413e-01,3.267334543884526932e-01
-1.548939128782946817e-01,-1.098419039433724542e-01,3.269367310087926137e-01
-1.558433694742477615e-01,-1.089075204321078155e-01,3.266968708490918250e-01
-1.565613765677173752e-01,-1.087883337576494719e-01,3.261221052324319580e-01
-1.567960908621559291e-01,-1.092584615473985721e-01,3.255858387382733476e-01
-1.564905409989299778e-01,-1.096998139824444246e-01,3.255217457032968387e-01
-1.556850815434692725e-01,-1.096818211068247978e-01,3.261424929935028971e-01
-1.546155621401713587e-01,-1.093021319089107213e-01,3.271908909067618998e-01
-1.537375683033254115e-01,-1.090590324441672587e-01,3.280206860164014415e-01
-1.534375310019112371e-01,-1.094732579829515856e-01,3.280297915077637905e-01
-1.536833203666995162e-01,-1.108807029910840458e-01,3.270396393687031167e-01
-1.540651380984474905e-01,-1.132851321752623985e-01,3.253638376769376062e-01
-1.541993476439424415e-01,-1.160930057109964830e-01,3.236557883733182650e-01
-1.539991443658668413e-01,-1.181150203037138607e-01,3.226712045162264397e-01
-1.535168575119348067e-01,-1.182266956120244239e-01,3.229732130621922881e-01
-1.526905228791151925e-01,-1.162429299173542291e-01,3.246400602263386226e-01
-1.513785284184304969e-01,-1.131725256630095738e-01,3.271710695547714876e-01
-1.495892997974556105e-01,-1.106502765788415360e-01,3.297046101134536999e-01
-1.476276717817404660e-01,-1.099462227007587806e-01,3.314384582335707652e-01
-1.459970486913848287e-01,-1.111547443369335642e-01,3.320408942780452843e-01
-1.450793427906808264e-01,-1.132138684045485011e-01,3.317923991218474922e-01
-1.448537739069989672e-01,-1.147829257246527623e-01,3.313305601997247885e-01
-1.449749861939292617e-01,-1.151767085430566856e-01,3.311707773537422850e-01
-1.450852568484228833e-01,-1.145507048917825538e-01,3.314419862491343460e-01
-1.450144027935878488e-01,-1.135468896019506541e-01,3.319347482516550318e-01
-1.448479078079843163e-01,-1.128843039545739668e-01,3.322498276676293938e-01
-1.448847634455406874e-01,-1.129476591332388979e-01,3.320324743708945592e-01
-1.453587701630967011e-01,-1.134439710903555887e-01,3.313266708672250593e-01
-1.461536324571171552e-01,-1.135748895374762979e-01,3.306541355295150586e-01
-1.469669139527398360e-01,-1.128014687581785080e-01,3.305021390933020609e-01
-1.477104353364313283e-01,-1.114014898458524916e-01,3.307867078276628403e-01
-1.485245977642355719e-01,-1.101418700143418083e-01,3.310208602868017214e-01
-1.494548509099992706e-01,-1.095112238095405643e-01,3.309068307784482910e-01
-1.503329170801874781e-01,-1.093840150001402778e-01,3.305733679734604857e-01
-1.509108326561787727e-01,-1.093008170099742521e-01,3.303571997969961815e-01
-1.509834425481214326e-01,-1.088971222824604707e-01,3.305355638143235852e-01
-1.504740747189620143e-01,-1.081202264209908115e-01,3.311872363300240596e-01
-1.494600764509398660e-01,-1.072861626235843829e-01,3.321564772162777790e-01
-1.480813826936966671e-01,-1.069745432541391456e-01,3.331393591239821816e-01
-1.465733601215378490e-01,-1.076604534857765055e-01,3.337874895936154274e-01
-1.454392222305466720e-01,-1.091750805042118744e-01,3.338321310888115456e-01
-1.452907323698773290e-01,-1.105979992360453801e-01,3.332739984825149882e-01
-1.462134680870880443e-01,-1.108918881366746240e-01,3.325276038962487468e-01
-1.474631625171830829e-01,-1.096913765853174544e-01,3.322345016809749030e-01
-1.480592461532446724e-01,-1.074591640723842056e-01,3.327934092775245434e-01
-1.476547419245912707e-01,-1.050034183598705234e-01,3.340482659484281802e-01
-1.466782038947756217e-01,-1.029510109483339486e-01,3.354667135891992724e-01
-1.457158500361692699e-01,-1.016150537114691443e-01,3.365811218161711138e-01
-1.449671562762499810e-01,-1.011417180043037434e-01,3.372306402125628821e-01
-1.442792716147280607e-01,-1.015525528978010461e-01,3.375021047152882980e-01
-1.435989181997176511e-01,-1.025439120238979540e-01,3.375489448263400694e-01
-1.432580684318327247e-01,-1.035233012717411416e-01,3.374087317585503509e-01
-1.436896438902051654e-01,-1.040869617243105616e-01,3.369655583015149225e-01
-1.448250701128424578e-01,-1.042875047383735598e-01,3.362115985150933573e-01
-1.459397629846502786e-01,-1.042533541277867737e-01,3.355405728291727119e-01
-1.461985384186101078e-01,-1.038183041422101188e-01,3.355888510718504358e-01
-1.453420845643145776e-01,-1.028223160303214367e-01,3.366398537352592313e-01
-1.438923741987108984e-01,-1.015220411885142116e-01,3.382665668058412178e-01
-1.426745558736294828e-01,-1.004543474247638901e-01,3.396847705120159544e-01
-1.420246835047394296e-01,-9.998127856807541292e-02,3.404717829768805770e-01
-1.414481825499041279e-01,-1.000742895102948032e-01,3.408880788088850533e-01
-1.401646130776656729e-01,-1.004157948625928332e-01,3.415143590730314593e-01
-1.379388951219624737e-01,-1.006316554307168654e-01,3.426692995553789478e-01
-1.352934861522285537e-01,-1.005711850192204937e-01,3.441516326569974971e-01
-1.329682316408752896e-01,-1.004994921562622490e-01,3.454380430559557680e-01
-1.313830986854936100e-01,-1.009524712430306254e-01,3.460550979879943867e-01
-1.306827035639880896e-01,-1.022162634971149758e-01,3.458112148911731687e-01
-1.310468605552898569e-01,-1.039177932644544389e-01,3.448042084651259387e-01
-1.325064960053665974e-01,-1.053225561378076380e-01,3.433650041760285543e-01
-1.344127812740208150e-01,-1.059836296289834029e-01,3.420535813575679707e-01
-1.355385560857731431e-01,-1.059713515348736923e-01,3.415061306679452180e-01
-1.350394073939892303e-01,-1.055607510010226485e-01,3.420441751660764917e-01
-1.332602543517322491e-01,-1.049162999908143379e-01,3.433727397734685494e-01
-1.314299186033265621e-01,-1.041196495959312157e-01,3.447542488238757308e-01
-1.305596077843305669e-01,-1.033202078168297261e-01,3.455667515643653931e-01
-1.306925356644265679e-01,-1.026904871236850314e-01,3.457413607531147348e-01
-1.312027036600540708e-01,-1.022268057941157493e-01,3.456673981346977675e-01
-1.315658308052743697e-01,-1.017457702843768824e-01,3.457359677675294063e-01
-1.316083575390536164e-01,-1.011453884812010817e-01,3.460625359034730786e-01
-1.312353057337271589e-01,-1.006216761485043409e-01,3.465525878776659630e-01
-1.304381765778783175e-01,-1.005384243744857770e-01,3.470025580399421217e-01
-1.295447639904062087e-01,-1.010851706503481662e-01,3.471549846062969014e-01
-1.289840139129939667e-01,-1.020606879172273884e-01,3.469191029875219878e-01
-1.287709713696807978e-01,-1.030096523270076503e-01,3.465473989021440326e-01
-1.285541719182277109e-01,-1.035397814871578670e-01,3.464326745723487755e-01
-1.280637303919837378e-01,-1.035317416308787902e-01,3.467675399596306662e-01
-1.272055832760612959e-01,-1.030518277404132987e-01,3.475459779945538341e-01
-1.259219740222579931e-01,-1.021631609728367168e-01,3.487289034591685710e-01
-1.243146372294999524e-01,-1.007931263841494174e-01,3.502382866868888889e-01
-1.228840597014273367e-01,-9.880936101205603506e-02,3.518126915271571065e-01
-1.223863630494555765e-01,-9.625907604462076439e-02,3.530120341143073159e-01
-1.232016606915787016e-01,-9.357984376552556938e-02,3.534785572866782077e-01
-1.248164119546920081e-01,-9.148855860529112038e-02,3.532432392817623779e-01
-1.262279855973133524e-01,-9.042890297312410064e-02,3.527115516431856834e-01
-1.269398178017397960e-01,-9.017460763180291938e-02,3.522750678508567157e-01
-1.272079351432443550e-01,-9.021889878531892670e-02,3.520147343787592420e-01
-1.272801724758469977e-01,-9.050195062024792014e-02,3.518191426262500254e-01
-1.269021982174164398e-01,-9.138155047939165720e-02,3.516720813959005598e-01
-1.257224610201937987e-01,-9.290466671205221960e-02,3.517310380286219895e-01
-1.238315383115201201e-01,-9.449266773836192956e-02,3.521645975282039487e-01
-1.217364384268677380e-01,-9.537709177819440887e-02,3.529855334108723541e-01
-1.200380686829242288e-01,-9.510757950997676680e-02,3.540187529283944090e-01
-1.191996020572069909e-01,-9.378105346972681611e-02,3.549580723780693114e-01
-1.193768857208989398e-01,-9.204382635468554008e-02,3.554936461239651679e-01
-1.203368254120190661e-01,-9.082538373988384428e-02,3.554543180465500329e-01
-1.216651554173689420e-01,-9.083189763394186600e-02,3.548441144674570058e-01
-1.231224786344090327e-01,-9.211238278127970025e-02,3.537766191482802913e-01
-1.245853352281566240e-01,-9.409824542019276650e-02,3.524801557236091343e-01
-1.256605470428828475e-01,-9.601135647092748360e-02,3.513661414848956444e-01
-1.257174149836138011e-01,-9.728629317780525254e-02,3.509023797229823827e-01
-1.245099092450409201e-01,-9.772978654172853608e-02,3.512778608732401997e-01
-1.226233797312578228e-01,-9.740876402693234015e-02,3.522227458123688426e-01
-1.211040145868155643e-01,-9.644836695180593333e-02,3.532328206756975009e-01
-1.205837857908710065e-01,-9.497350623232224398e-02,3.539778556200502968e-01
-1.207915242214944451e-01,-9.330594574773291849e-02,3.544523713889377592e-01
-1.208376942605829257e-01,-9.203283745403705030e-02,3.548472697310403601e-01
-1.199908218052930936e-01,-9.170292487653534941e-02,3.553292306291706559e-01
-1.182393773340735116e-01,-9.245581682735745654e-02,3.558972496323232204e-01
-1.162378464620314883e-01,-9.396698439192857633e-02,3.563816605924364223e-01
-1.147480235852681579e-01,-9.562105530714755386e-02,3.566181434364852909e-01
-1.141628636661855822e-01,-9.675496128151316044e-02,3.565954173390010196e-01
-1.145514781443818103e-01,-9.698238206819118079e-02,3.563520033393240971e-01
-1.158604383493954254e-01,-9.637702441650669583e-02,3.558600638457536935e-01
-1.178365429117574220e-01,-9.519201519624086172e-02,3.551849629511980577e-01
-1.199382738958733319e-01,-9.351539769972172511e-02,3.546268235826164350e-01
-1.216211050884975636e-01,-9.144660163978116096e-02,3.544679861041182822e-01
-1.226251671422663309e-01,-8.938502174045642734e-02,3.547017362511460936e-01
-1.229411113436801456e-01,-8.783242952602512976e-02,3.551361809166871941e-01
-1.227021665323709126e-01,-8.706942515509898117e-02,3.555949621999034971e-01
-1.221670103681070235e-01,-8.721348130993229752e-02,3.559113944701065568e-01
-1.215305405921845577e-01,-8.823606046484018528e-02,3.559936335289036746e-01
-1.206434101439087941e-01,-8.975826662464643502e-02,3.560188408040939056e-01
-1.190432452044551115e-01,-9.113720870177360878e-02,3.563915267032754519e-01
-1.164025057201325819e-01,-9.195883239639907059e-02,3.573751647325009162e-01
-1.129668602290354040e-01,-9.229047258899469863e-02,3.588256845197904110e-01
-1.095796364739645978e-01,-9.242029383867882142e-02,3.602893298753593321e-01
-1.072421417077273897e-01,-9.245294165973212686e-02,3.613287743130927376e-01
-1.064581500794699598e-01,-9.227791337097572544e-02,3.617905104083918300e-01
-1.068784621920953609e-01,-9.185673424957722932e-02,3.618344753585080453e-01
-1.076723549405714242e-01,-9.135273210728815652e-02,3.617295488120214619e-01
-1.083090719858314510e-01,-9.081850045487360745e-02,3.616539768271650468e-01
-1.088554146496216596e-01,-8.996220416553753207e-02,3.616738043581817497e-01
-1.095408054568506456e-01,-8.853109017157749505e-02,3.617916324485982438e-01
-1.103471900840770625e-01,-8.686937798906892161e-02,3.619146662189363650e-01
-1.110319909290545110e-01,-8.584065820711349326e-02,3.618724675382577471e-01
-1.113036284865618203e-01,-8.603766038858412513e-02,3.616071503669221476e-01
-1.108845618024239671e-01,-8.725298674170894886e-02,3.613116142286340038e-01
-1.095947324114111554e-01,-8.877133463444650263e-02,3.612990965808601240e-01
-1.075967033872570755e-01,-9.002397435920267421e-02,3.616923314677881196e-01
-1.055291639732227893e-01,-9.079363441255761114e-02,3.622879712402418129e-01
-1.041213047330169922e-01,-9.099579295227366860e-02,3.627847270150272863e-01
-1.035048959262582363e-01,-9.059297311835147470e-02,3.631283745069233682e-01
-1.031310017148547864e-01,-8.971098216776170198e-02,3.635303797655649594e-01
-1.025420217397511324e-01,-8.859993236898633384e-02,3.641344360127121149e-01
-1.019327074820744750e-01,-8.747951917606493211e-02,3.647954093564791944e-01
-1.017144150929864405e-01,-8.662369606956699108e-02,3.652269146095280528e-01
-1.018689416533719305e-01,-8.652411860164523072e-02,3.652395312307598618e-01
-1.021441082939322925e-01,-8.757048345093869368e-02,3.647938963931420808e-01
-1.026675322033399756e-01,-8.943440211638470361e-02,3.639582400061382450e-01
-1.038374080415092743e-01,-9.106447706728670877e-02,3.629352644402057959e-01
-1.054797051709349121e-01,-9.152160048667076775e-02,3.621080281341329532e-01
-1.065258475681950256e-01,-9.072270505799760743e-02,3.619263178966302119e-01
-1.059030787639128890e-01,-8.917236244069173812e-02,3.626476839778506878e-01
-1.036950930952302286e-01,-8.725148040657311477e-02,3.641136484531256046e-01
-1.011732444885447973e-01,-8.513826961240733571e-02,3.657684701749308043e-01
-9.969923496340722668e-02,-8.333413535847475351e-02,3.669168283523612240e-01
-9.974576909020935189e-02,-8.262915221892001838e-02,3.671085857704235456e-01
-1.008987994022881446e-01,-8.332563681264233690e-02,3.663960956115414058e-01
-1.024605614709288154e-01,-8.483857605249239819e-02,3.652530261440092296e-01
-1.038358943253987199e-01,-8.622962034015402288e-02,3.642493959564229167e-01
-1.046019781054134956e-01,-8.686222703859924898e-02,3.637751162458722209e-01
-1.046280129267098818e-01,-8.647124440432557568e-02,3.639507275356554938e-01
-1.041083476248745171e-01,-8.505318291286469157e-02,3.646726844891209907e-01
-1.031697402638138833e-01,-8.307623591451791800e-02,3.657210540609844296e-01
-1.015536234676966965e-01,-8.154689098440902340e-02,3.668587106749695570e-01
-9.896835316363430946e-02,-8.128676072491909654e-02,3.679236380629128944e-01
-9.570440379363742700e-02,-8.206753890505220916e-02,3.688799730625018647e-01
-9.269971959565154185e-02,-8.285810119754115355e-02,3.697233090692115809e-01
-9.095944467968269942e-02,-8.296170383808779136e-02,3.703378957314615305e-01
-9.092310359494086558e-02,-8.251453156535566713e-02,3.705577751022575694e-01
